Angle,Energy,Re_sigma_xx,Im_sigma_xx
15,1300,0.02775856760637589,-3.32638674758487
15,1310,0.019067215461411834,-2.385521158442227
15,1320,0.03292336717399929,-5.234976595946149
15,1330,0.017757337045948802,-3.80143446265414
15,1340,0.029362272824683577,-6.250297703804582
15,1350,0.04134092853099812,-3.7543932449381856
15,1360,0.021306887289395664,-5.1059623923291255
15,1370,0.02215690909180758,-4.511042116015476
15,1380,0.011550206775115174,-4.336261661010106
15,1390,0.02489123823451522,-4.566777024199228
15,1400,0.0209797556832173,-4.1654466895454005
15,1410,0.01793045264643477,-6.402260861502701
15,1420,0.03993674825094315,-3.393080981932109
15,1430,0.0328455673843382,-2.0129863260357883
15,1440,0.032252163044152085,-5.570916918137642
15,1450,0.01969153642901562,-4.641035528475398
15,1460,0.02102384198541099,-6.796802301196106
15,1470,0.044451158953790225,-3.194856121787341
15,1480,0.03075569597445522,-2.9813471346944134
15,1490,0.01975344137722753,-4.658380571922902
15,1500,0.019954469655464924,-6.469199075197348
15,1510,0.02931562578844632,-3.927427442498159
15,1520,0.028655802346270586,-2.182815944774306
15,1530,0.016565702282018847,-9.94815720708416
15,1540,0.028206358811494827,-4.884562822121133
15,1550,0.020377082981445593,-5.726753983945008
15,1560,0.02142060920870402,-4.792881198092055
15,1570,0.02874404165939904,-4.430326996364695
15,1580,0.030010097678316132,-3.7550955658487695
15,1590,0.025153149887358308,-7.129909149643218
15,1600,0.017192449409644386,-5.297906022798817
15,1610,0.032486951187918035,-8.877213943219122
15,1620,0.03541028167466971,-8.127135978066677
15,1630,0.009735436891102154,-2.69469389789048
15,1640,0.026326021103166456,-7.050770792316911
15,1650,0.017106583650248943,-3.8998785146909682
15,1660,0.024858073265908515,-3.625003547652237
15,1670,0.012010441353562051,-4.658676218525143
15,1680,0.0248129557621714,-6.3593665217953435
15,1690,0.027938024750339054,-6.078182024641559
15,1700,0.023956401190526413,-5.875601967899856
15,1710,0.01778639610778137,-6.595593000048746
15,1720,0.01939809962002271,-2.5633842928051074
15,1730,0.03241556545918566,-8.57416927140487
15,1740,0.034552480898564567,-5.085967711476509
15,1750,0.019482254345422494,-8.287303545262578
15,1760,0.027346248415469395,-5.8342239065399
15,1770,0.02139804772026102,-5.69846326457166
15,1780,0.021545024229102823,-5.888159527689388
15,1790,0.0169006477503164,-6.828928389588666
15,1800,0.03563245794896316,-7.789813533242514
15,1810,0.0279019256573717,-2.76605323247723
15,1820,0.03301537908706014,-5.9033672320620765
15,1830,0.012156792059635253,-6.05051898707936
15,1840,0.02982202132462275,-7.544227459585643
15,1850,0.028498143428946198,-4.530094313946479
15,1860,0.030229754274071964,-3.3733274705744654
15,1870,0.035041147103927264,-5.433157892875384
15,1880,0.046855892995523916,-5.804707818825125
15,1890,0.028522683673483464,-8.947625755900354
15,1900,0.021581231286817014,-8.852798088738584
15,1910,0.023870000307034983,-6.6849305133584584
15,1920,0.0254075168063764,-7.2786008780034
15,1930,0.018064813901119605,-5.660237862656055
15,1940,0.03415774795494117,-4.814260687261654
15,1950,0.023113740412487087,-7.536441533206862
15,1960,0.028918666179845728,-8.246759843715488
15,1970,0.03211658908284006,-7.079933045883483
15,1980,0.0258832114836724,-9.815345312321288
15,1990,0.024454843826527562,-12.655698054846974
16,1300,0.01123213765062288,-5.0704303669806885
16,1310,0.017432030946102156,-5.4892993496532645
16,1320,0.020520226877407982,-5.0161501909887045
16,1330,0.026258174888945787,-5.3833053765146355
16,1340,0.028319539194255543,-4.319321789276105
16,1350,0.01982936050786005,-4.9527505229000965
16,1360,0.0183399642671308,-4.359777469234175
16,1370,0.017697988861229263,-3.191099199596798
16,1380,0.025893415119488925,-2.066623880831932
16,1390,0.022184539762814568,-4.435446266796253
16,1400,0.0252207129155402,-3.12188328123852
16,1410,0.026404432076317475,-3.8350209215481925
16,1420,0.01838158585009939,-2.541480139331204
16,1430,0.01862962085801289,-5.919502768940716
16,1440,0.015895197869468743,-3.0893200106676355
16,1450,0.01817367347379036,-4.5969653036205536
16,1460,0.018988938600167853,-6.45748920852689
16,1470,0.02444319476189958,-5.59110136789668
16,1480,0.023059301848927623,-3.4786049794187774
16,1490,0.013061474548363018,-6.177754688950793
16,1500,0.019713193758819747,-4.543022738560444
16,1510,0.013214642230558456,-5.1857008359925185
16,1520,0.029053625506981595,-4.962426710719909
16,1530,0.023712356192170204,-6.867111422207611
16,1540,0.030450124248033873,-4.0202153881163705
16,1550,0.017301570326906733,-8.607354733573159
16,1560,0.021668254950981715,-5.006866026077466
16,1570,0.024649469394625697,-2.697809062759435
16,1580,0.021782357930839547,-5.198973177246254
16,1590,0.028251471633449186,-3.7165637723958893
16,1600,0.02964494357816963,-7.796583121400152
16,1610,0.014641959525339011,-4.943419827600458
16,1620,0.021256974875160584,-6.078349249868333
16,1630,0.02794486961030322,-7.127867948858662
16,1640,0.014575069077924748,-4.177401990317238
16,1650,0.01121885212656174,-3.944451976993866
16,1660,0.029715207311114978,-3.6906786245542333
16,1670,0.02629549840983982,-6.4854259585506115
16,1680,0.018857036795194605,-6.044088220954453
16,1690,0.014580584781948994,-5.8749042788616315
16,1700,0.030921543899623368,-7.0352385171442435
16,1710,0.032780831027343825,-2.860322167151281
16,1720,0.015610308949687244,-7.209283351007161
16,1730,0.012895981398867537,-5.152278847509073
16,1740,0.016588007718038672,-6.69677152169082
16,1750,0.028476164848092945,-8.748087481269756
16,1760,0.037106519190682745,-5.695777506659588
16,1770,0.017421943986355753,-7.145875887683564
16,1780,0.02586537343957242,-7.158417434219141
16,1790,0.023982778418420673,-4.371724607622248
16,1800,0.011037537081191276,-6.9021518450155535
16,1810,0.030209542487743553,-4.944777654577502
16,1820,0.02045424675669329,-7.864562618897517
16,1830,0.029390522734135748,-9.491060344432167
16,1840,0.02125514455161345,-5.036616075677991
16,1850,0.015953518530727254,-7.041722160893432
16,1860,0.02949360045582056,-2.5926906615968224
16,1870,0.020877796138362725,-2.8626418176085187
16,1880,0.02883247695633131,-6.460007809328709
16,1890,0.012715946656329524,-9.11664053314694
16,1900,0.0264478330682144,-6.493789982776338
16,1910,0.025124477329580047,-7.302080207156261
16,1920,0.02059513548651289,-6.7550089744662465
16,1930,0.020959145824958357,-3.3663556904364413
16,1940,0.030267542875253326,-9.336324507474414
16,1950,0.028415602438432917,-8.487051378822297
16,1960,0.025305355304678596,-5.880132458530851
16,1970,0.02574124536923702,-5.728709495999801
16,1980,0.020985444867293018,-11.753938697348715
16,1990,0.03440668828552209,-4.088078046639619
17,1300,0.01463257586287585,-2.9604500278438177
17,1310,0.02118673219088108,-3.919143072316013
17,1320,0.02438407849412065,-3.8874066850059803
17,1330,0.01848472246839282,-5.63018190667101
17,1340,0.017227993366387306,-1.889109963252475
17,1350,0.016114650830074875,-4.951459229896935
17,1360,0.019988475085008273,-1.8210943774913029
17,1370,0.019593305068634822,-3.717963609339839
17,1380,0.017002805056271175,-4.236431079219102
17,1390,0.023313256470982747,-4.01625362048457
17,1400,0.02083399925064108,-3.2269525087886675
17,1410,0.010867736303979124,-4.57110328242804
17,1420,0.0111313719911806,-6.2048574122368105
17,1430,0.00999606566782173,-2.806646581583201
17,1440,0.027602370790937615,-4.4338476177521615
17,1450,0.023885031701878424,-4.501068968029336
17,1460,0.021264895118910488,-4.429644685704038
17,1470,0.01587240905094723,-4.5980161946265445
17,1480,0.013508938203157005,-5.408883974004175
17,1490,0.01807398644719482,-5.827428859763667
17,1500,0.019881811721791907,-4.343279534901605
17,1510,0.013908781239212839,-3.050799461191902
17,1520,0.018072276084189987,-3.2973930963450977
17,1530,0.030875096953825478,-6.160669419711933
17,1540,0.019064215624596047,-3.6706095042887372
17,1550,0.017968413668216564,-5.189654973703794
17,1560,0.01900485733832994,-3.6130327100164203
17,1570,0.012438482956775285,-3.741861664049092
17,1580,0.00974587041650726,-2.1737531838023
17,1590,0.019393526232335624,-5.4086945908344735
17,1600,0.011639369331649902,-4.267518637273275
17,1610,0.012947645462979674,-4.638844575065523
17,1620,0.022590923802672736,-1.9095839697097485
17,1630,0.022850591248612957,-3.969483953071426
17,1640,0.00742344076840607,-5.665050212415292
17,1650,0.01995579620328513,-3.336043337677464
17,1660,0.02747272728511277,-5.627904742185988
17,1670,0.01851070148254069,-4.0645111740849265
17,1680,0.027032180272936992,-2.4170190605358575
17,1690,0.015304099784449627,-5.089245482963018
17,1700,0.031104287064506998,-3.573997703640537
17,1710,0.01492490475355262,-5.391508834988565
17,1720,0.014561635613310323,-2.363493846513363
17,1730,0.020869721881300013,-5.286537503045559
17,1740,0.01460522344628854,-3.7232441410844004
17,1750,0.017051913018033202,-7.570568856745262
17,1760,0.020701798346312108,-2.397504111808102
17,1770,0.025626470248799296,-4.457507011198028
17,1780,0.020682013142913992,-3.1374239806675703
17,1790,0.02551975110026199,-4.068398043758407
17,1800,0.01992950979135115,-3.9383745618409347
17,1810,0.012496432583266074,-5.717839240161753
17,1820,0.012418913572353125,-8.582112008932478
17,1830,0.020963307469517103,-4.154721341565771
17,1840,0.01538416988678455,-6.573984243124453
17,1850,0.019102707675942434,-5.976528563943798
17,1860,0.004561272121507967,-5.847390636996297
17,1870,0.021650069747001673,-3.0571320019612798
17,1880,0.019108276245443142,-6.00284924192624
17,1890,0.009728065203766524,-3.4461850932739533
17,1900,0.010717437400171384,-6.387927532910981
17,1910,0.026906316393303972,-4.251184983983643
17,1920,0.020984393638209906,-8.042693348093342
17,1930,0.019404179625660933,-4.154361694495486
17,1940,0.024523867774075458,-6.570497980618507
17,1950,0.016177393755363596,-4.263466658503311
17,1960,0.014576124360451482,-10.509079462061827
17,1970,0.024230356071940077,-3.728962537827573
17,1980,0.017278945378176896,-6.1769420391150245
17,1990,0.011282292168310335,-7.368170483618488
18,1300,0.014370731596956591,-3.3574951460610323
18,1310,0.023781911944808092,-2.5087820051138023
18,1320,0.017048324201789363,-4.137752169512752
18,1330,0.017422711638260653,-3.3631722400418007
18,1340,0.013546722972620672,-5.685431411382497
18,1350,0.01513624198314305,-3.5184854770613665
18,1360,0.01917226106593787,-2.205958699870352
18,1370,0.01628799754353574,-4.183401901162595
18,1380,0.022655113075872254,-3.603339669005262
18,1390,0.014383960695339827,-1.761455569816997
18,1400,0.01695365926487107,-2.736211547606968
18,1410,0.013807687108425518,-1.4814068686227708
18,1420,0.01799919369257818,-3.5716412345865285
18,1430,0.01327082795875708,-3.685085104256834
18,1440,0.01877003339210474,-2.8985131650564173
18,1450,0.019856142768815636,-3.8411855423908183
18,1460,0.012957853455121576,-4.209607053960179
18,1470,0.026524673018272844,-3.720946609044971
18,1480,0.01831431784309989,-3.3507566317421813
18,1490,0.01757877640249331,-4.762658316345313
18,1500,0.0271718034563261,-3.9454253340442835
18,1510,0.01397654203293257,-3.3239355448397
18,1520,0.007819926976029836,-5.191269171279762
18,1530,0.012347132371585093,-5.893170116514947
18,1540,0.011151143370312006,-2.0941653443631165
18,1550,0.016414649034912087,-2.8450122678036713
18,1560,0.019164953211044066,-3.5909751311680975
18,1570,0.011842346642960975,-4.059218910562517
18,1580,0.006758385625271365,-3.874374907669359
18,1590,0.017865337457457196,-4.673913861398152
18,1600,0.016265980839328505,-2.9073609087615795
18,1610,0.012091458223982613,-4.200677772107072
18,1620,0.010986653841048237,-3.7700694952465055
18,1630,0.009311045415695851,-2.0533809382652666
18,1640,0.011203910098142356,-2.408202357659735
18,1650,0.02133284417264684,-4.193448051473021
18,1660,0.015212428146031121,-3.2189254467368364
18,1670,0.026012714679582806,-4.954470504857298
18,1680,0.014061504711857478,-4.175950340396722
18,1690,0.015961921277868493,-2.3151737957617273
18,1700,0.011760574470902667,-5.348067717505996
18,1710,0.0180949222330767,-3.6046055636251735
18,1720,0.010498736449694287,-6.836908665732179
18,1730,0.015863833430008138,-4.68707127140441
18,1740,0.014132342828793686,-2.507991205788936
18,1750,0.019841863279660022,-4.515665712712188
18,1760,0.025018518997517437,-5.89558384542437
18,1770,0.011539456337753606,-2.277938937075936
18,1780,0.012785478882867955,-4.144583849967835
18,1790,0.012463410435863484,-5.946161917133152
18,1800,0.015473943111023859,-4.570048016384899
18,1810,0.008142055072873772,-5.164432986269019
18,1820,0.013691496681846743,-4.455792542380902
18,1830,0.02597898822483059,-5.137433044566106
18,1840,0.01428202011599827,-4.341107360828352
18,1850,0.01869021351427006,-3.935168722576706
18,1860,0.017197218917128172,-3.348934923570133
18,1870,0.018293034567590353,-5.143283619768765
18,1880,0.017744955211062206,-3.652273130046601
18,1890,0.020974341569723273,-5.431110575984802
18,1900,0.014231996455868732,-5.157405733354282
18,1910,0.015813332009456692,-4.419507365289019
18,1920,0.02508363186538119,-5.97746667870913
18,1930,0.023125885799878485,-7.737088740785613
18,1940,0.014305464229863446,-3.734506515624141
18,1950,0.017574632952999807,-4.975503789630304
18,1960,0.018203035045373857,-5.026434220080477
18,1970,0.005555765277193934,-2.929644922650412
18,1980,0.010312638562498427,-5.350943070351239
18,1990,0.010414754889818734,-6.553860305855083
19,1300,0.013296602890325816,-2.2624425977609413
19,1310,0.013399167451422587,-1.989651456274536
19,1320,0.014266576611862267,-1.951086449753203
19,1330,0.010725560590504005,-2.8481704730561335
19,1340,0.013158451398665054,-2.5581607203418164
19,1350,0.012422388388921322,-2.786545750760658
19,1360,0.014525027859112156,-1.813286788007154
19,1370,0.016258346827699898,-2.848212159412525
19,1380,0.016600504202554024,-2.502274342191719
19,1390,0.012994911403083278,-2.808360421054988
19,1400,0.008121681317861304,-2.11897719645965
19,1410,0.006896798794748259,-2.067051015404747
19,1420,0.011413315996907354,-2.550234155209089
19,1430,0.014072581505843859,-1.4597206069621798
19,1440,0.01605566005807833,-2.7594021202721826
19,1450,0.01470635585337608,-3.350491455718539
19,1460,0.005931854835742394,-2.213871790416389
19,1470,0.008558077130819615,-2.4397287198826314
19,1480,0.018066818823855534,-3.7973314896302752
19,1490,0.011037293724384162,-1.8478438426928248
19,1500,0.008625872249432388,-2.527661174125148
19,1510,0.010848499226768556,-2.4706867568660873
19,1520,0.014804036099576,-3.3006559971750784
19,1530,0.016819365933363924,-3.7944981101159914
19,1540,0.00771665249455073,-3.9357009709200232
19,1550,0.013712693837910163,-3.544280385367189
19,1560,0.010990475947068075,-2.31569104891262
19,1570,0.008279694337340774,-2.6343501859712157
19,1580,0.015551006522469888,-3.4385133271679793
19,1590,0.009528114782082507,-3.684237424259287
19,1600,0.009489292978099544,-2.507507325179134
19,1610,0.01499501715345325,-2.0997887999498532
19,1620,0.015035028610642093,-5.302057542952558
19,1630,0.015564234166643388,-4.361341255409207
19,1640,0.013431962395885119,-2.186738843646392
19,1650,0.012456100906412521,-1.7362875783615161
19,1660,0.011744919103502026,-3.750158923014776
19,1670,0.004774701695806627,-4.265999932220139
19,1680,0.012433487032605639,-4.220609910058411
19,1690,0.00989169558757437,-3.092554208277549
19,1700,0.01651800282492001,-3.1538087102345203
19,1710,0.008788037035695249,-4.094985102402618
19,1720,0.014091829988566333,-2.5641502621376735
19,1730,0.015165916295566578,-4.447435597185584
19,1740,0.012290425873028601,-3.391226050026881
19,1750,0.015445493961876684,-2.9366252313304257
19,1760,0.0068842779488778386,-2.3969319815019903
19,1770,0.017763930761535714,-3.708725285646551
19,1780,0.011303371307250511,-3.3895711559237176
19,1790,0.009591704265373226,-6.52860554718501
19,1800,0.009972266817657442,-6.465478443472752
19,1810,0.016718445643080265,-4.8038766682929195
19,1820,0.017329506334706028,-3.217463815701383
19,1830,0.008598657300378834,-2.743262617260611
19,1840,0.009975848181093212,-2.5338661441536616
19,1850,0.010586616300160586,-4.539260689035474
19,1860,0.011919984301462048,-4.912357725904252
19,1870,0.0165129378708098,-4.351895331407633
19,1880,0.011814905401391495,-4.232400074220132
19,1890,0.011790851168945512,-4.156053510871563
19,1900,0.017203264107537912,-4.636979749127452
19,1910,0.017092066371449145,-3.1354758583828533
19,1920,0.01684003672350697,-3.763171956122736
19,1930,0.010646894249850988,-4.1042960689862396
19,1940,0.014006977201710277,-3.030513190749835
19,1950,0.015391002377507967,-5.41945237497111
19,1960,0.00831536047917911,-3.1747568763190874
19,1970,0.018675434459124177,-2.409196972792641
19,1980,0.008696961914614514,-2.112020916478309
19,1990,0.007367340723582447,-2.1132723409810787
